Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word,part1_sentence,part2_sentence
ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ಅಪಾರ ಖನಿಜ ಸಂಪತ್ತು ಇದೆ ಆದರೆ ಅದರಿಂದ ಯುಎಸ್ ಗೆ ಉಪಯೋಗವಾಗುತ್ತಿಲ್ಲ,P,N,ಆದರೆ,ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ಅಪಾರ ಖನಿಜ ಸಂಪತ್ತು ಇದೆ,ಆದರೆ ಅದರಿಂದ ಯುಎಸ್ ಗೆ ಉಪಯೋಗವಾಗುತ್ತಿಲ್ಲ
ನನಗೆ ಅಷ್ಟು ಬರೆಯಲು ತಾಳ್ಮೆ ಇರಲಿಲ್ಲ ಅನ್ನಬಹುದು ಅಥವಾ ಅದನ್ನು ಅರ್ಥ ಮಾಡಿಸುವ ಹಾಗೆ ಬರೆಯಲು ಆಗಲೂ ಇಲ್ಲ ಅನ್ನಬಹುದು,N,N,ಅಥವಾ,ನನಗೆ ಅಷ್ಟು ಬರೆಯಲು ತಾಳ್ಮೆ ಇರಲಿಲ್ಲ ಅನ್ನಬಹುದು,ಅಥವಾ ಅದನ್ನು ಅರ್ಥ ಮಾಡಿಸುವ ಹಾಗೆ ಬರೆಯಲು ಆಗಲೂ ಇಲ್ಲ ಅನ್ನಬಹುದು
ಮಾರುಕಟ್ಟೆಗೆ ಹೊಸ ಹೊಸ ಮೊಬೈಲ್ಗಳು ಬರುತ್ತಿವೆ ಆದರೆ ಈ ಹೊಸ ಮೊಬೈಲ್ಗಳ ನಡುವೆಯೂ ಹಳೆ ಮೊಬೈಲ್ಗಳ ಬೇಡಿಕೆ ಕುಸಿದಿಲ್ಲ,P,P,ಆದರೆ,ಮಾರುಕಟ್ಟೆಗೆ ಹೊಸ ಹೊಸ ಮೊಬೈಲ್ಗಳು ಬರುತ್ತಿವೆ,ಆದರೆ ಈ ಹೊಸ ಮೊಬೈಲ್ಗಳ ನಡುವೆಯೂ ಹಳೆ ಮೊಬೈಲ್ಗಳ ಬೇಡಿಕೆ ಕುಸಿದಿಲ್ಲ
ಯಾಕೆಂದರೆ ಇವು ಮನೆಯ ಸೌಂದರ್ಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತವೆ ಆದರೆ ಯಾವಾಗ ಬೇಕಾದ್ರೂ ಮನೆಗೆ ಪೀಠೋಪಕರಣ ಹಾಗೂ ಮರದ ವಸ್ತುಗಳನ್ನು ತರುವುದು ಒಳ್ಳೆಯದಲ್ಲ,P,N,ಆದರೆ,ಯಾಕೆಂದರೆ ಇವು ಮನೆಯ ಸೌಂದರ್ಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತವೆ,ಆದರೆ ಯಾವಾಗ ಬೇಕಾದ್ರೂ ಮನೆಗೆ ಪೀಠೋಪಕರಣ ಹಾಗೂ ಮರದ ವಸ್ತುಗಳನ್ನು ತರುವುದು ಒಳ್ಳೆಯದಲ್ಲ
ಈತ ಸ್ವಾತಂತ್ರೊತ್ಸವದಂದು ಬೆಟ್ಟವೇರಿದ್ದು ತುದಿಯಿಂದ ಬಿದ್ದಿದ್ದಾನೆ ಆದರೆ ಈ ಸಾವು ಆತ್ಮಹತ್ಯೆಯೋ ಅಥವಾ ಆಕಸ್ಮಿಕವೋ ಎಂಬುದು ವಿಚಾರಣೆಯಿಂದ ತಿಳಿಯಬೇಕಿದೆ,N,O,ಆದರೆ,ಈತ ಸ್ವಾತಂತ್ರೊತ್ಸವದಂದು ಬೆಟ್ಟವೇರಿದ್ದು ತುದಿಯಿಂದ ಬಿದ್ದಿದ್ದಾನೆ,ಆದರೆ ಈ ಸಾವು ಆತ್ಮಹತ್ಯೆಯೋ ಅಥವಾ ಆಕಸ್ಮಿಕವೋ ಎಂಬುದು ವಿಚಾರಣೆಯಿಂದ ತಿಳಿಯಬೇಕಿದೆ
ಜನ ಜೇಪೀ ಇನ್ ಫ್ರಾಟೆಕ್ ದಿಂದ ಅಪಾರ್ಟ್ಮೆಂಟ್ ಖರೀದಿಸಿದ್ದರು ಆದರೆ ಅವರಿಗೆ ಆ ಮನೆಗಳನ್ನು ನೀಡುವಲ್ಲಿ ಜೇಪೀ ವಿಫಲವಾಗಿದೆ,O,N,ಆದರೆ,ಜನ ಜೇಪೀ ಇನ್ ಫ್ರಾಟೆಕ್ ದಿಂದ ಅಪಾರ್ಟ್ಮೆಂಟ್ ಖರೀದಿಸಿದ್ದರು,ಆದರೆ ಅವರಿಗೆ ಆ ಮನೆಗಳನ್ನು ನೀಡುವಲ್ಲಿ ಜೇಪೀ ವಿಫಲವಾಗಿದೆ
ಈ ಹೃದಯದಲ್ಲಿ ಹುಟ್ಟಿದ ಮೊದಲ ಪ್ರೀತಿ ನೀನು ಆದರೆ ಇಷ್ಟು ಬೇಗ ನನ್ನ ಹೃದಯ ನಿನಗೆ ಬೇಸರವಾಗುತ್ತದೆ ಎಂದು ಊಹಿಸಿರಲಿಲ್ಲ,P,N,ಆದರೆ,ಈ ಹೃದಯದಲ್ಲಿ ಹುಟ್ಟಿದ ಮೊದಲ ಪ್ರೀತಿ ನೀನು,ಆದರೆ ಇಷ್ಟು ಬೇಗ ನನ್ನ ಹೃದಯ ನಿನಗೆ ಬೇಸರವಾಗುತ್ತದೆ ಎಂದು ಊಹಿಸಿರಲಿಲ್ಲ
ರೋಗಿಯು ಹೆಚ್ಚುವರ್ಷ ಬದುಕಬಹುದೆಂದು ಮನದಟ್ಟು ಮಾಡಿದರು ಆದರೆ ತರುಣಿ ಅದಾದ 4 ತಿಂಗಳಲ್ಲೇ ಮರಣ ಹೊಂದಿದಳು,P,N,ಆದರೆ,ರೋಗಿಯು ಹೆಚ್ಚುವರ್ಷ ಬದುಕಬಹುದೆಂದು ಮನದಟ್ಟು ಮಾಡಿದರು,ಆದರೆ ತರುಣಿ ಅದಾದ 4 ತಿಂಗಳಲ್ಲೇ ಮರಣ ಹೊಂದಿದಳು
ಭಾಷೆಯ ನಾಶವೆಂದರೆ ಅದು ಸಂಸ್ಕೃತಿಯ ನಾಶ ಎಂದೇ ಹೇಳಬೇಕು ಆದರೆ ಸಂಪರ್ಕ ಮತ್ತು ಏಕತೆಯ ಹೆಸರಿನಲ್ಲಿ ಏಕ ಭಾಷೆಯ ಅಧಿಪತ್ಯ ಸ್ಥಾಪಿಸಹೊರಟಿರುವುದು ಮೂರ್ಖತನದ ದ್ಯೋತಕವಾಗಿದೆ,N,N,ಆದರೆ,ಭಾಷೆಯ ನಾಶವೆಂದರೆ ಅದು ಸಂಸ್ಕೃತಿಯ ನಾಶ ಎಂದೇ ಹೇಳಬೇಕು,ಆದರೆ ಸಂಪರ್ಕ ಮತ್ತು ಏಕತೆಯ ಹೆಸರಿನಲ್ಲಿ ಏಕ ಭಾಷೆಯ ಅಧಿಪತ್ಯ ಸ್ಥಾಪಿಸಹೊರಟಿರುವುದು ಮೂರ್ಖತನದ ದ್ಯೋತಕವಾಗಿದೆ
ಸಾಹಿತ್ಯ ಕೃತಿಗಳ ಓದು ಬದುಕಿನ ಆತ್ಮವಿಶ್ವಾಸವನ್ನು ಹಿಗ್ಗಿಸುವ ಜೊತೆಗೆ ಅಗಾಧ ಜ್ಞಾನ ಬದಗಿಸುವ ಶಕ್ತಿ ಬಂದಿದೆ ಆದ್ದರಿಂದ ವಿದ್ಯಾರ್ಥಿಗಳು ದಿನದ ಕೆಲಸಮಯ ಉತ್ತಮ ಕೃತಿಗಳನ್ನು ಓದಬೇಕು,P,O,ಆದ್ದರಿಂದ,ಸಾಹಿತ್ಯ ಕೃತಿಗಳ ಓದು ಬದುಕಿನ ಆತ್ಮವಿಶ್ವಾಸವನ್ನು ಹಿಗ್ಗಿಸುವ ಜೊತೆಗೆ ಅಗಾಧ ಜ್ಞಾನ ಬದಗಿಸುವ ಶಕ್ತಿ ಬಂದಿದೆ,ಆದ್ದರಿಂದ ವಿದ್ಯಾರ್ಥಿಗಳು ದಿನದ ಕೆಲಸಮಯ ಉತ್ತಮ ಕೃತಿಗಳನ್ನು ಓದಬೇಕು
ಅದಕ್ಕೆ ನೆಹರು ಆಕ್ಷೇಪ ವ್ಯಕ್ತಪಡಿಸಿದ್ದರಂತೆ ಆದರೆ ನೆಹರು ನಿಧನದನಂತರ ಅವರಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ ಸಲ್ಲಿಸುವ ಸಲುವಾಗಿ ಅವರ ಹೆಸರನ್ನೇ ಇಡಲಾಯಿತಂತೆ,N,O,ಆದರೆ,ಅದಕ್ಕೆ ನೆಹರು ಆಕ್ಷೇಪ ವ್ಯಕ್ತಪಡಿಸಿದ್ದರಂತೆ,ಆದರೆ ನೆಹರು ನಿಧನದನಂತರ ಅವರಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ ಸಲ್ಲಿಸುವ ಸಲುವಾಗಿ ಅವರ ಹೆಸರನ್ನೇ ಇಡಲಾಯಿತಂತೆ
ಜೆಎನ್ಯುವಿನಲ್ಲಿ ಅಟೆಂಡೆನ್ಸ್ ಕಡ್ಡಾಯವಲ್ಲ ಆದರೆ ವಿದ್ಯಾರ್ಥಿಗಳು ತಮ್ಮ ಗುರಿಯಿಂದ ದೂರ ಸರಿಯಬಾರದು ಅಷ್ಟೇ,P,O,ಆದರೆ,ಜೆಎನ್ಯುವಿನಲ್ಲಿ ಅಟೆಂಡೆನ್ಸ್ ಕಡ್ಡಾಯವಲ್ಲ,ಆದರೆ ವಿದ್ಯಾರ್ಥಿಗಳು ತಮ್ಮ ಗುರಿಯಿಂದ ದೂರ ಸರಿಯಬಾರದು ಅಷ್ಟೇ
ಸ್ಥಳೀಯ ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟಗಾರರನ್ನು ಸ್ಮರಿಸುವ ಕೆಲಸ ಭಾಗಶಃ ಆಗುತ್ತಿಲ್ಲ ಎನ್ನುವ ಅಸಮಾಧಾನ ಬಹುತೇಕರಲ್ಲಿದೆ ಆದರೆ ಈ ಬಾರಿ ಕೊಟ್ಟೂರಿನಲ್ಲಿ ದೇಶಕ್ಕಾಗಿ ಬಲಿದಾನ ಮಾಡಿದವರನ್ನು ಸ್ಮರಿಸುವ ಕೆಲಸ ಆಯಿತು,N,P,ಆದರೆ,ಸ್ಥಳೀಯ ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟಗಾರರನ್ನು ಸ್ಮರಿಸುವ ಕೆಲಸ ಭಾಗಶಃ ಆಗುತ್ತಿಲ್ಲ ಎನ್ನುವ ಅಸಮಾಧಾನ ಬಹುತೇಕರಲ್ಲಿದೆ,ಆದರೆ ಈ ಬಾರಿ ಕೊಟ್ಟೂರಿನಲ್ಲಿ ದೇಶಕ್ಕಾಗಿ ಬಲಿದಾನ ಮಾಡಿದವರನ್ನು ಸ್ಮರಿಸುವ ಕೆಲಸ ಆಯಿತು
ಅಲ್ಪಸಂಖ್ಯಾಕರ ಮತ ಬೇಕು ಆದರೆ ಅವರು ಮೇಲೆ ಬರಬಾರದು ಅನ್ನುವ ದೃಷ್ಟಿಯಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಕೆಲಸ ನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂದು ಆರೋಪಿಸಿದರು,O,N,ಆದರೆ,ಅಲ್ಪಸಂಖ್ಯಾಕರ ಮತ ಬೇಕು,ಆದರೆ ಅವರು ಮೇಲೆ ಬರಬಾರದು ಅನ್ನುವ ದೃಷ್ಟಿಯಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಕೆಲಸ ನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂದು ಆರೋಪಿಸಿದರು
ದೇಶಾದ್ಯಂತ ಅಲ್ಪಸಂಖ್ಯಾಕರಿಗೆ ಸರಕಾರ ವಿವಿಧ ಯೋಜನೆಗಳನ್ನು ಜಾರಿಗೊಳಿಸಿದೆ ಆದರೆ ಜನಪ್ರತಿನಿಧಿಗಳು ಅದನ್ನು ತಲುಪಿಸುವಲ್ಲಿ ವಿಫಲವಾಗಿದ್ದಾರೆ ಎಂದರು,P,N,ಆದರೆ,ದೇಶಾದ್ಯಂತ ಅಲ್ಪಸಂಖ್ಯಾಕರಿಗೆ ಸರಕಾರ ವಿವಿಧ ಯೋಜನೆಗಳನ್ನು ಜಾರಿಗೊಳಿಸಿದೆ,ಆದರೆ ಜನಪ್ರತಿನಿಧಿಗಳು ಅದನ್ನು ತಲುಪಿಸುವಲ್ಲಿ ವಿಫಲವಾಗಿದ್ದಾರೆ ಎಂದರು
ಪಂಚಾಯತ್ನ ಸಹಕಾರವೂ ದೊರೆತಿರಲಿಲ್ಲ ಆದರೆ ವಾಟ್ಸಪ್ ಗ್ರೂಪ್ನಲ್ಲಿ ಸಮಸ್ಯೆ ಬಗ್ಗೆ ತಿಳಿಸಿದ ತತ್ಕ್ಷಣ ಬಿಜೆಪಿ ಮುಖಂಡರು ಟ್ಯಾಂಕರ್ ಮೂಲಕ ನೀರು ಒದಗಿಸುವ ಮೂಲಕ ಇಡೀ ಜನರಿಗೆ ಸಹಕರಿಸಿದ್ದಾರೆ ಎಂದು ತಿಳಿಸಿದರು,N,P,ಆದರೆ,ಪಂಚಾಯತ್ನ ಸಹಕಾರವೂ ದೊರೆತಿರಲಿಲ್ಲ,ಆದರೆ ವಾಟ್ಸಪ್ ಗ್ರೂಪ್ನಲ್ಲಿ ಸಮಸ್ಯೆ ಬಗ್ಗೆ ತಿಳಿಸಿದ ತತ್ಕ್ಷಣ ಬಿಜೆಪಿ ಮುಖಂಡರು ಟ್ಯಾಂಕರ್ ಮೂಲಕ ನೀರು ಒದಗಿಸುವ ಮೂಲಕ ಇಡೀ ಜನರಿಗೆ ಸಹಕರಿಸಿದ್ದಾರೆ ಎಂದು ತಿಳಿಸಿದರು
ರೈತರ ಮನಗೆಲ್ಲುವ ಪ್ರಯತ್ನವೇನೋ ಮಾಡಿದೆ ಆದರೆ ಕರ್ನಾಟಕದ ರೈತರ ಪಾಲಿಗೆ ಅಷ್ಟೇನು ಲಾಭದಾಯಕವಲ್ಲ,P,N,ಆದರೆ,ರೈತರ ಮನಗೆಲ್ಲುವ ಪ್ರಯತ್ನವೇನೋ ಮಾಡಿದೆ,ಆದರೆ ಕರ್ನಾಟಕದ ರೈತರ ಪಾಲಿಗೆ ಅಷ್ಟೇನು ಲಾಭದಾಯಕವಲ್ಲ
ಯಾರನ್ನಾದರೂ ಅಮೇರಿಕಾ ಇಲ್ಲವೇ ಇಂಗ್ಲೇಂಡಿನಿಂದ ಕರೆಸುವದೇ ಎಂದು ಮೊದಲಾಗಿ ಸಲಹೆಗಳು ಬಂದವು ಆದರೆ ಅಂಬೇಡ್ಕರವರ ಪ್ರತಿಭೆಯ ಪರಿಚಯವಿದ್ದು ಕೆಲವು ಪ್ರಮುಖರು ಸಂವಿಧಾನವನ್ನು ರೂಪಿಸಲು ಅವರ ಹೆಸರನ್ನು ಸೂಚಿಸಿದರು,O,O,ಆದರೆ,ಯಾರನ್ನಾದರೂ ಅಮೇರಿಕಾ ಇಲ್ಲವೇ ಇಂಗ್ಲೇಂಡಿನಿಂದ ಕರೆಸುವದೇ ಎಂದು ಮೊದಲಾಗಿ ಸಲಹೆಗಳು ಬಂದವು,ಆದರೆ ಅಂಬೇಡ್ಕರವರ ಪ್ರತಿಭೆಯ ಪರಿಚಯವಿದ್ದು ಕೆಲವು ಪ್ರಮುಖರು ಸಂವಿಧಾನವನ್ನು ರೂಪಿಸಲು ಅವರ ಹೆಸರನ್ನು ಸೂಚಿಸಿದರು
ನಾನು ಹಿಂದೂ ಸಂಸ್ಕೃತಿಯಿಂದ ವಂಚಿತನಾಗುತ್ತೇನೆ ಆದ್ದರಿಂದ ಹಿಂದೂ ಸಂಸ್ಕೃತಿ ಹಾಗೂ ಪರಿಪೂರ್ಣ ಸಮಾನತೆಯುಳ್ಳ ಬೌದ್ಧಮತವನ್ನು ಸ್ವೀಕರಿಸುತ್ತೇನೆ,N,O,ಆದ್ದರಿಂದ,ನಾನು ಹಿಂದೂ ಸಂಸ್ಕೃತಿಯಿಂದ ವಂಚಿತನಾಗುತ್ತೇನೆ,ಆದ್ದರಿಂದ ಹಿಂದೂ ಸಂಸ್ಕೃತಿ ಹಾಗೂ ಪರಿಪೂರ್ಣ ಸಮಾನತೆಯುಳ್ಳ ಬೌದ್ಧಮತವನ್ನು ಸ್ವೀಕರಿಸುತ್ತೇನೆ
ನಟ ನಟಿಯರ ಜೊತೆ ಸ್ನೇಹ ಬೆಳೆಸುವುದು ಸಹಜ ಆದರೆ ಇದನ್ನೇ ದೊಡ್ಡ ವಿವಾದ ಮಾಡಲಾಯಿತು,O,N,ಆದರೆ,ನಟ ನಟಿಯರ ಜೊತೆ ಸ್ನೇಹ ಬೆಳೆಸುವುದು ಸಹಜ,ಆದರೆ ಇದನ್ನೇ ದೊಡ್ಡ ವಿವಾದ ಮಾಡಲಾಯಿತು
ಕರಾವಳಿಯಲ್ಲಿ ಅಭಿವೃದ್ಧಿಆಧುನೀಕರಣ ನಡೆದಿದೆಆದರೆ ಇತರ ಪ್ರದೇಶಗಳು ಹಿಂದುಳಿದಿವೆ,P,N,ಆದರೆ,ಕರಾವಳಿಯಲ್ಲಿ ಅಭಿವೃದ್ಧಿಆಧುನೀಕರಣ ನಡೆದಿದೆ,ಆದರೆ ಇತರ ಪ್ರದೇಶಗಳು ಹಿಂದುಳಿದಿವೆ
ನೀವು ಹೋಗುತ್ತಿರುವ ದಾರಿ ಸರಿಯಾದುದೇ ಆದರೆ ನಿಮ್ಮ ಸಂಗಡ ಇತರರನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗಬೇಕೆನ್ನುವ ನಿಮ್ಮ ಜಾಣ್ಮೆ ಮೆಚ್ಚುವಂತಹದು,P,P,ಆದರೆ,ನೀವು ಹೋಗುತ್ತಿರುವ ದಾರಿ ಸರಿಯಾದುದೇ,ಆದರೆ ನಿಮ್ಮ ಸಂಗಡ ಇತರರನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗಬೇಕೆನ್ನುವ ನಿಮ್ಮ ಜಾಣ್ಮೆ ಮೆಚ್ಚುವಂತಹದು
ಸರಕಾರಿ ಸಭೆ ಸಮಾರಂಭಗಳಲ್ಲಿ ಪ್ಲ್ಯಾಸ್ಟಿಕ್ ನೀರಿನ ಬಾಟಲ್ ತರಿಸಲಾಗುತ್ತದೆ ಆದರೆ ನೀರು ಬಳಕೆಯಾಗುವುದು ಕಡಿಮೆ,P,O,ಆದರೆ,ಸರಕಾರಿ ಸಭೆ ಸಮಾರಂಭಗಳಲ್ಲಿ ಪ್ಲ್ಯಾಸ್ಟಿಕ್ ನೀರಿನ ಬಾಟಲ್ ತರಿಸಲಾಗುತ್ತದೆ,ಆದರೆ ನೀರು ಬಳಕೆಯಾಗುವುದು ಕಡಿಮೆ
ಮೀಡಿಯಾ ರೂಂನಲ್ಲಿ ಮೂಲಭೂತವಾಗಿ ವಿದ್ಯುತ್ ಮತ್ತು ಸೌಂಡ್ಗೆ ವೈರಿಂಗ್ ಮಾಡುವಲ್ಲಿ ಸರಿಯಾದ ಪ್ಲಾನ್ ಮಾಡಬೇಕಾಗುತ್ತದೆ ಆದ್ದರಿಂದ ಬಳಕೆ ಮಾಡುವ ಉಪಕರಣಗಳ ಪಟ್ಟಿಯನ್ನು ಮೊದಲು ತಯಾರಿಸಿಕೊಳ್ಳಬೇಕು,O,O,ಆದ್ದರಿಂದ,ಮೀಡಿಯಾ ರೂಂನಲ್ಲಿ ಮೂಲಭೂತವಾಗಿ ವಿದ್ಯುತ್ ಮತ್ತು ಸೌಂಡ್ಗೆ ವೈರಿಂಗ್ ಮಾಡುವಲ್ಲಿ ಸರಿಯಾದ ಪ್ಲಾನ್ ಮಾಡಬೇಕಾಗುತ್ತದೆ,ಆದ್ದರಿಂದ ಬಳಕೆ ಮಾಡುವ ಉಪಕರಣಗಳ ಪಟ್ಟಿಯನ್ನು ಮೊದಲು ತಯಾರಿಸಿಕೊಳ್ಳಬೇಕು
ಅದು ಮುಗಿದ ಮೇಲೆ ಶ್ರೀದೇವಿ ಮೃತದೇಹವನ್ನ ಭಾರತಕ್ಕೆ ತರಲಾಗುತ್ತದೆ ಆದರೆ ದುಬೈ ಪೊಲೀಸರು ಪ್ರಮುಖವಾಗಿ 5 ಅನುಮಾನಗಳ ಮೇಲೆ ತನಿಖೆ ನಡೆಸುತ್ತಿದ್ದಾರೆ,O,O,ಆದರೆ,ಅದು ಮುಗಿದ ಮೇಲೆ ಶ್ರೀದೇವಿ ಮೃತದೇಹವನ್ನ ಭಾರತಕ್ಕೆ ತರಲಾಗುತ್ತದೆ,ಆದರೆ ದುಬೈ ಪೊಲೀಸರು ಪ್ರಮುಖವಾಗಿ 5 ಅನುಮಾನಗಳ ಮೇಲೆ ತನಿಖೆ ನಡೆಸುತ್ತಿದ್ದಾರೆ
ಕೆಲವು ಮಂದಿ ಬ್ಯಾಟರಿ ಬ್ಯಾಕ್ಅಪ್ಗಳನ್ನು ಹಿಡಿದುಕೊಂಡು ತೆರಳುತ್ತಾರೆ ಆದರೆ ಎಲ್ಲರಿಗೂ ಅದು ಸಾಧ್ಯವಿಲ್ಲ,O,N,ಆದರೆ,ಕೆಲವು ಮಂದಿ ಬ್ಯಾಟರಿ ಬ್ಯಾಕ್ಅಪ್ಗಳನ್ನು ಹಿಡಿದುಕೊಂಡು ತೆರಳುತ್ತಾರೆ,ಆದರೆ ಎಲ್ಲರಿಗೂ ಅದು ಸಾಧ್ಯವಿಲ್ಲ
ಕಿವಿಗೆ ಇಯರ್ ಫೋನ್ ಸಿಕ್ಕಿಸಿಕೊಂಡು ತಮ್ಮಷ್ಟಕ್ಕೆ ತಾವೇ ಮಾತಾಡುತ್ತಿದ್ದಾರೆಂಬಂತೆ ಅಥವಾ ತಮ್ಮಷ್ಟಕ್ಕೇ ತಾವೇ ವಿಭಿನ್ನ ಹಾವಭಾವಗಳನ್ನು ಪ್ರದರ್ಶಿಸುತ್ತಿದ್ದಾರೋ ಎಂಬಂತಿರುವವರನ್ನು ಕಂಡಾಗ ಅನ್ನಿಸಿದ್ದಿದು,O,O,ಅಥವಾ,ಕಿವಿಗೆ ಇಯರ್ ಫೋನ್ ಸಿಕ್ಕಿಸಿಕೊಂಡು ತಮ್ಮಷ್ಟಕ್ಕೆ ತಾವೇ ಮಾತಾಡುತ್ತಿದ್ದಾರೆಂಬಂತೆ,ಅಥವಾ ತಮ್ಮಷ್ಟಕ್ಕೇ ತಾವೇ ವಿಭಿನ್ನ ಹಾವಭಾವಗಳನ್ನು ಪ್ರದರ್ಶಿಸುತ್ತಿದ್ದಾರೋ ಎಂಬಂತಿರುವವರನ್ನು ಕಂಡಾಗ ಅನ್ನಿಸಿದ್ದಿದು
ಕೆಲವೊಂದು ಅವಕಾಶ ಸಿಕ್ಕರೂ ಅವುಗಳನ್ನ ಬಳಸಿಕೊಳ್ಳಲು ವಿಫಲಗೊಂಡಿದ್ದು ಎಲ್ಲರಿಗೂ ಗೊತ್ತಿರುವ ಸಂಗತಿ ಆದರೆ ಸದ್ಯದ ಪರಿಸ್ಥಿತಿ ನೋಡಿದಾಗ ಅವರಿಗೆ ಮತ್ತೊಂದು ಚಾನ್ಸ್ ನೀಡುವ ಸಾಧ್ಯತೆ ಕಂಡು ಬರುತ್ತಿದೆ,N,P,ಆದರೆ,ಕೆಲವೊಂದು ಅವಕಾಶ ಸಿಕ್ಕರೂ ಅವುಗಳನ್ನ ಬಳಸಿಕೊಳ್ಳಲು ವಿಫಲಗೊಂಡಿದ್ದು ಎಲ್ಲರಿಗೂ ಗೊತ್ತಿರುವ ಸಂಗತಿ,ಆದರೆ ಸದ್ಯದ ಪರಿಸ್ಥಿತಿ ನೋಡಿದಾಗ ಅವರಿಗೆ ಮತ್ತೊಂದು ಚಾನ್ಸ್ ನೀಡುವ ಸಾಧ್ಯತೆ ಕಂಡು ಬರುತ್ತಿದೆ
ತಮ್ಮ ರೈತು ಚಿತ್ರದಲ್ಲಿ ನಟಿಸುವಂತೆ ಮನವಿ ಮಾಡಿಕೊಂಡಿದ್ದರು ಆದರೆ ಅಮಿತಾಭ್ ಅದ್ಯಾಕೋ ಈ ಚಿತ್ರಕ್ಕೆ ಒಲ್ಲೆ ಎಂದು ಬಿಟ್ಟರು,O,N,ಆದರೆ,ತಮ್ಮ ರೈತು ಚಿತ್ರದಲ್ಲಿ ನಟಿಸುವಂತೆ ಮನವಿ ಮಾಡಿಕೊಂಡಿದ್ದರು,ಆದರೆ ಅಮಿತಾಭ್ ಅದ್ಯಾಕೋ ಈ ಚಿತ್ರಕ್ಕೆ ಒಲ್ಲೆ ಎಂದು ಬಿಟ್ಟರು
ಇಂಥ ಎಡವಟ್ಟುಗಳು ಆಗೊಮ್ಮೆ ಈಗೊಮ್ಮೆ ವರದಿಯಾಗುವುದೇನೋ ಸರಿ ಆದರೆ ಜನರ ಗಮನಕ್ಕೆ ಬಾರದೆಯೇ ಏನೆಲ್ಲ ನಡೆಯುತ್ತಿರಬಹುದು ಎಂಬುದನ್ನು ಒಮ್ಮೆ ಕಲ್ಪಿಸಿಕೊಂಡರೆ ಆತಂಕವಾಗುತ್ತದೆ,O,N,ಆದರೆ,ಇಂಥ ಎಡವಟ್ಟುಗಳು ಆಗೊಮ್ಮೆ ಈಗೊಮ್ಮೆ ವರದಿಯಾಗುವುದೇನೋ ಸರಿ,ಆದರೆ ಜನರ ಗಮನಕ್ಕೆ ಬಾರದೆಯೇ ಏನೆಲ್ಲ ನಡೆಯುತ್ತಿರಬಹುದು ಎಂಬುದನ್ನು ಒಮ್ಮೆ ಕಲ್ಪಿಸಿಕೊಂಡರೆ ಆತಂಕವಾಗುತ್ತದೆ
ಮಹಿಳಾ ವಾಹನ ಚಾಲಾನೆ ಪರವಾನಗಿ ಕೂಡ ಈ ಯೋಜನೆಯ ಮಹತ್ವದ ತೀರ್ಮಾನವಾಗಿದೆ ಆದರೆ ಸರ್ಕಾರದ ಈ ನಿರ್ಧಾರದಿಂದ ಸೌದಿಯಲ್ಲಿ ಕಾರ್ಯ ನಿರ್ವಹಿಸುವ ಭಾರತ ಸೇರಿದಂತೆ ಹಲವು ರಾಷ್ಟ್ರಗಳ ವಾಹನ ಚಾಲಕರು ಉದ್ಯೋಗ ಕಳೆದುಕೊಳ್ಳಲಿದ್ದಾರೆ,P,N,ಆದರೆ,ಮಹಿಳಾ ವಾಹನ ಚಾಲಾನೆ ಪರವಾನಗಿ ಕೂಡ ಈ ಯೋಜನೆಯ ಮಹತ್ವದ ತೀರ್ಮಾನವಾಗಿದೆ,ಆದರೆ ಸರ್ಕಾರದ ಈ ನಿರ್ಧಾರದಿಂದ ಸೌದಿಯಲ್ಲಿ ಕಾರ್ಯ ನಿರ್ವಹಿಸುವ ಭಾರತ ಸೇರಿದಂತೆ ಹಲವು ರಾಷ್ಟ್ರಗಳ ವಾಹನ ಚಾಲಕರು ಉದ್ಯೋಗ ಕಳೆದುಕೊಳ್ಳಲಿದ್ದಾರೆ
